id_,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
445,100.0,100.0,149484,0,0,-1,1,0,2,0.0,0.0,0,Tyrone,0.0,False,,2020-02-16T16:00:24.633178Z,44,149484.jpg,2.4,Mings,2.5,False,,a,2,7,56,496261,24,479830,7,0.0,12.7,Mings,2002,2,1,3,42,0,0,0,5,0,0,5,378,588.6,73.6,108.0,77.1,42,12,273,81,244,66,153,39
289,100.0,100.0,18665,0,0,0,0,0,3,0.0,0.0,0,Alexander,0.0,False,,2020-03-03T15:00:27.123060Z,45,18665.jpg,2.4,Tettey,0.4,False,,a,14,45,55,49626,7,40755,6,0.0,12.2,Tettey,1782,1,1,5,30,0,0,0,4,0,0,3,310,290.4,105.9,138.0,53.5,200,79,239,137,212,111,231,116
500,100.0,100.0,170137,0,0,-1,1,0,3,0.0,0.0,0,Allan,0.0,False,,2020-03-02T12:30:27.014893Z,54,170137.jpg,3.1,Saint-Maximin,0.6,False,,a,13,4,55,90807,53,88134,34,0.0,10.2,Saint-Maximin,1265,2,2,5,13,0,0,0,0,0,0,2,197,269.4,292.3,393.0,95.4,214,86,98,63,71,37,110,63
143,100.0,100.0,106611,0,0,-3,3,0,2,0.0,0.0,0,Michael,0.0,False,,2020-01-20T14:00:12.624966Z,52,106611.jpg,2.5,Keane,1.9,False,,a,8,11,55,149487,1,241044,5,0.0,10.6,Keane,1746,1,0,4,32,0,0,0,0,0,0,3,307,382.8,45.4,154.0,58.3,144,56,311,103,196,43,215,63
87,100.0,100.0,103914,0,0,-2,2,0,2,0.0,0.0,0,Charlie,0.0,False,,2020-02-13T14:30:21.040866Z,43,103914.jpg,3.2,Taylor,2.4,False,,a,5,90,55,219709,173,139975,94,0.0,12.8,Taylor,1375,0,0,7,11,0,0,0,3,0,0,2,258,239.4,196.6,19.0,45.7,236,97,171,40,368,135,267,88
478,,,194164,0,0,-2,2,0,2,0.0,0.0,0,Mason,0.0,False,,,43,194164.jpg,2.5,Holgate,2.0,False,,a,8,11,55,269751,112,142693,135,0.0,12.8,Holgate,1732,0,4,3,32,0,0,0,4,0,0,5,343,390.6,52.2,150.0,59.5,137,54,301,98,203,46,208,60
381,100.0,100.0,219924,0,0,-2,2,0,2,0.0,0.0,0,Issa,0.0,False,,2019-11-23T14:30:26.684183Z,43,219924.jpg,2.3,Diop,2.1,False,,a,19,21,54,257773,18,373021,8,0.0,12.6,Diop,1955,3,0,3,42,0,0,0,8,0,0,2,307,490.2,30.5,170.0,69.2,78,25,348,123,183,39,179,48
15,100.0,100.0,37605,0,0,-2,2,0,3,0.0,0.0,0,Mesut,0.0,False,,2019-12-20T10:30:11.550604Z,73,37605.jpg,2.9,Özil,1.5,False,,a,1,3,53,167512,16,191672,46,0.0,7.3,Özil,1439,1,3,5,20,0,0,0,1,0,0,1,256,223.6,582.9,190.0,99.8,252,99,22,18,169,93,101,59
315,100.0,100.0,20452,0,0,-3,3,1,4,0.0,0.0,0,Shane,0.0,False,,2020-01-23T20:00:20.137093Z,47,20452.jpg,2.8,Long,2.5,False,,a,16,20,53,194138,67,375627,77,0.0,11.3,Long,1131,2,3,3,19,0,0,0,0,0,0,4,133,163.4,237.7,471.0,87.4,298,34,133,22,61,28,130,27
252,100.0,100.0,119471,0,0,0,0,0,2,0.0,0.0,0,Fabian,0.0,False,,2019-12-28T20:30:23.359029Z,50,119471.jpg,2.9,Schär,1.2,False,,a,13,4,53,151959,3,202480,4,0.0,10.6,Schär,1394,2,1,4,28,0,0,0,4,0,0,2,258,392.4,44.2,163.0,60.0,136,53,314,105,187,41,205,57
234,100.0,100.0,220688,0,0,-2,2,0,4,0.0,0.0,0,Mason,0.0,False,,2020-02-19T20:00:22.835690Z,43,220688.jpg,2.4,Greenwood,11.5,False,,a,12,1,53,1550143,224,1833293,260,0.0,12.3,Greenwood,644,5,0,1,9,0,0,0,0,0,0,7,211,231.8,119.1,281.0,62.8,245,28,231,36,114,36,197,34
222,100.0,100.0,59859,0,0,-3,3,0,3,0.0,0.0,0,Ilkay,0.0,False,,2019-12-21T21:00:16.830224Z,52,59859.jpg,2.1,Gündogan,1.3,False,,a,11,43,52,119552,12,228264,17,0.0,10.0,Gündogan,1585,2,1,4,26,0,0,1,7,0,0,4,310,335.4,535.1,336.0,120.7,172,68,31,25,89,46,68,39
188,100.0,100.0,152760,0,0,-4,4,1,4,0.0,0.0,0,Divock,0.0,False,,2019-09-14T13:30:10.426607Z,51,152760.jpg,2.4,Origi,2.4,False,,a,10,14,52,426954,11,613003,6,0.0,10.2,Origi,513,3,3,1,10,0,0,0,0,0,0,6,185,164.8,99.3,173.0,43.7,297,33,244,38,180,46,278,39
28,100.0,100.0,85242,0,0,-3,3,2,3,0.0,0.0,0,Conor,0.0,False,,2019-12-15T13:00:22.404997Z,57,85242.jpg,2.9,Hourihane,0.1,False,,a,2,7,52,17738,0,28725,1,0.0,9.1,Hourihane,940,3,2,2,26,0,0,0,4,0,0,6,207,248.8,267.5,191.0,70.6,231,90,111,71,168,92,175,90
330,100.0,100.0,39194,0,0,-3,3,2,2,0.0,0.0,0,Jan,0.0,False,,2019-11-01T14:00:13.161821Z,52,39194.jpg,2.7,Vertonghen,1.6,False,,a,17,6,52,130821,4,263241,8,0.0,10.0,Vertonghen,1543,1,1,3,23,0,0,0,2,0,0,4,307,376.6,54.8,63.0,49.6,149,57,300,97,300,97,248,77
369,100.0,100.0,61566,0,0,-4,4,0,3,0.0,0.0,0,Roberto,0.0,False,,2020-01-05T01:00:12.397900Z,56,61566.jpg,2.2,Pereyra,0.7,False,,a,18,57,51,34953,1,246216,5,0.0,9.1,Pereyra,1320,3,0,4,17,0,0,0,3,0,0,0,169,217.6,253.3,287.0,75.7,255,101,124,77,111,61,159,83
340,100.0,100.0,37915,0,0,-2,2,1,1,0.0,0.0,0,Hugo,0.0,False,,2020-03-01T14:30:24.052498Z,53,37915.jpg,4.2,Lloris,3.4,False,,a,17,6,51,251015,25,657939,20,0.0,9.6,Lloris,998,0,0,2,14,0,1,0,0,0,50,6,239,367.2,0.0,0.0,36.8,154,20,614,68,612,66,309,20
370,100.0,100.0,108413,0,0,-2,2,0,3,0.0,0.0,0,Will,0.0,False,,2019-12-28T17:00:19.675638Z,53,108413.jpg,2.4,Hughes,0.3,False,,a,18,57,50,63733,0,70140,1,0.0,9.4,Hughes,1507,1,1,5,27,0,0,0,4,0,0,3,177,237.6,222.4,195.0,65.4,242,94,147,90,166,91,189,97
346,100.0,100.0,62974,0,0,-3,3,1,3,0.0,0.0,0,Erik,0.0,False,,2020-02-05T19:00:22.788643Z,57,62974.jpg,2.9,Lamela,1.1,False,,a,17,6,50,491827,2,512899,10,0.0,8.8,Lamela,929,2,4,3,10,0,0,0,3,0,0,2,180,192.0,250.4,285.0,72.6,277,115,125,78,112,62,165,86
153,100.0,100.0,20467,0,0,-3,3,0,3,0.0,0.0,0,Theo,0.0,False,,2020-02-08T14:30:24.871274Z,62,20467.jpg,2.3,Walcott,0.4,False,,a,8,11,49,24117,0,60521,2,0.0,7.9,Walcott,1058,1,3,3,14,0,0,0,1,0,0,1,133,149.4,213.2,455.0,82.0,308,129,158,98,63,33,145,77
259,0.0,0.0,58845,0,0,-2,2,1,2,0.0,0.0,0,Ciaran,0.0,False,Ankle injury - Unknown return date,2020-02-16T18:30:15.746030Z,43,58845.jpg,3.5,Clark,0.2,False,,i,13,4,49,66475,0,67787,1,0.0,11.4,Clark,1186,2,0,4,14,0,0,0,3,0,0,2,216,331.4,14.9,128.0,47.6,174,63,385,142,222,55,259,82
349,75.0,75.0,45268,0,0,-2,2,0,3,0.0,0.0,0,Moussa,0.0,False,Lack of match fitness - 75% chance of playing,2020-01-05T22:00:20.348120Z,48,45268.jpg,2.5,Sissoko,1.2,False,,d,17,6,49,222555,2,293958,4,0.0,10.2,Sissoko,1688,2,1,3,25,0,0,0,6,0,0,0,272,242.8,201.9,167.0,61.1,234,91,165,103,185,100,200,103
204,100.0,100.0,102826,0,0,-5,5,0,2,0.0,0.0,0,Benjamin,0.0,False,,2020-03-12T23:00:15.905785Z,55,102826.jpg,3.5,Mendy,1.1,False,,a,11,43,49,269655,26,235281,41,0.0,8.9,Mendy,1114,0,2,5,12,0,0,0,2,0,0,2,267,204.0,317.0,81.0,60.4,264,106,86,19,278,82,203,55
305,100.0,100.0,40146,0,0,-2,2,0,2,0.0,0.0,0,Ryan,0.0,False,,2019-10-25T21:00:19.447070Z,48,40146.jpg,2.0,Bertrand,0.8,False,,a,16,20,49,63120,2,80296,17,0.0,10.2,Bertrand,2022,1,1,4,45,0,0,0,3,1,0,0,302,323.0,443.0,181.0,94.8,180,66,43,8,173,34,114,25
119,100.0,100.0,116594,0,0,0,0,0,3,0.0,0.0,0,N'Golo,0.0,False,,2020-02-17T22:00:17.154468Z,50,116594.jpg,2.7,Kanté,3.6,False,,a,6,8,49,410707,33,690611,6,0.0,9.8,Kanté,1383,3,0,2,20,0,0,0,3,0,0,2,242,368.0,369.3,201.0,94.0,153,56,69,52,162,88,115,65
392,75.0,75.0,56377,0,0,-8,8,1,3,0.0,0.0,0,Andriy,0.0,False,Lack of match fitness - 75% chance of playing,2019-12-27T16:00:17.899814Z,52,56377.jpg,3.3,Yarmolenko,0.7,False,,d,19,21,49,596595,0,582987,2,0.0,9.4,Yarmolenko,822,3,1,3,14,0,0,0,2,0,0,8,156,188.0,208.4,248.0,64.2,280,116,161,100,130,74,192,99
86,100.0,100.0,17997,0,0,-2,2,1,2,0.0,0.0,0,Phil,0.0,False,,2020-01-24T15:30:17.654643Z,43,17997.jpg,3.4,Bardsley,0.3,False,,a,5,90,48,26844,6,21619,8,0.0,11.2,Bardsley,1260,0,1,6,14,0,0,0,4,0,0,2,230,230.4,93.1,77.0,40.1,246,102,254,72,282,85,293,104
355,100.0,100.0,155651,0,0,-2,2,0,2,0.0,0.0,0,Adam,0.0,False,,2019-12-12T22:00:15.473547Z,43,155651.jpg,2.8,Masina,0.3,False,,a,18,57,48,26328,5,12703,18,0.0,11.2,Masina,1221,1,0,5,19,0,0,0,3,0,0,2,221,287.2,150.6,58.0,49.9,201,77,204,51,306,101,246,75
343,0.0,0.0,80607,0,0,-4,4,0,3,0.0,0.0,0,Christian,0.0,False,Joined Inter Milan on a permanent deal on 28/1,2020-01-28T13:30:20.762908Z,86,80607.jpg,2.4,Eriksen,2.4,False,,u,17,6,48,142876,4,450835,12,0.0,5.6,Eriksen,1090,2,2,1,18,0,0,0,5,0,0,6,205,262.4,348.9,225.0,83.3,224,89,74,55,143,80,142,76
529,100.0,100.0,194794,0,0,-3,3,2,2,0.0,0.0,0,Fikayo,0.0,False,,2020-01-03T16:00:15.512513Z,42,194794.jpg,3.2,Tomori,1.7,False,,a,6,8,48,815765,25,736698,9,0.0,11.4,Tomori,1291,1,0,4,18,0,0,0,3,0,0,7,271,335.4,68.6,79.0,48.5,171,62,279,84,279,83,253,80
124,100.0,100.0,49413,0,0,0,0,1,2,0.0,0.0,0,James,0.0,False,,2020-02-08T14:30:24.788925Z,50,49413.jpg,2.7,Tomkins,0.3,False,,a,7,31,48,87426,1,74574,2,0.0,9.6,Tomkins,1582,1,1,3,23,0,0,0,5,0,0,4,260,384.0,27.7,121.0,53.3,143,55,356,128,227,59,232,69
517,,,106837,0,0,-2,2,0,3,0.0,0.0,0,Dennis,0.0,False,,,53,106837.jpg,2.3,Praet,0.1,False,,a,9,13,48,9722,2,11807,3,0.0,9.1,Praet,961,1,3,2,10,0,0,0,2,0,0,3,188,174.2,131.7,177.0,48.1,290,121,222,131,175,96,256,122
458,100.0,100.0,203368,0,0,-1,1,1,2,0.0,0.0,0,Frédéric,0.0,False,,2019-12-01T19:30:19.368861Z,44,203368.jpg,2.1,Guilbert,0.5,False,,a,2,7,48,98116,3,105914,3,0.0,10.9,Guilbert,1898,0,2,4,36,0,0,0,7,0,0,2,302,431.8,225.6,55.0,71.4,108,39,145,33,308,103,169,45
57,100.0,100.0,40845,0,0,-1,1,0,3,0.0,0.0,0,Dale,0.0,False,,2020-02-08T17:30:21.605491Z,44,40845.jpg,2.0,Stephens,1.7,False,,a,4,36,48,187200,2,277560,11,0.0,10.9,Stephens,1940,0,1,4,33,0,0,0,6,0,0,1,322,357.0,226.7,86.0,67.0,158,59,144,89,268,137,183,95
82,100.0,100.0,152551,0,0,-2,2,0,3,0.0,0.0,0,Jefferson,0.0,False,,2020-02-22T17:30:19.416565Z,48,152551.jpg,2.0,Lerma,0.1,False,,a,3,91,48,13790,2,20952,5,0.0,10.0,Lerma,1942,1,2,3,33,0,0,0,9,1,0,2,282,341.2,140.1,81.0,55.9,167,64,212,126,276,142,220,110
18,100.0,100.0,84450,0,0,-4,4,0,3,0.0,0.0,0,Granit,0.0,False,,2019-12-29T14:30:26.292159Z,51,84450.jpg,2.1,Xhaka,0.7,False,,a,1,3,47,51467,2,109511,10,0.0,9.2,Xhaka,1904,0,1,7,25,0,0,0,7,0,0,0,290,338.6,240.6,85.0,66.7,169,66,131,81,271,140,184,96
226,100.0,100.0,106760,0,0,-1,1,0,2,0.0,0.0,0,Luke,0.0,False,,2020-01-05T02:00:15.777574Z,54,106760.jpg,2.6,Shaw,0.8,False,,a,12,1,46,56962,20,141617,16,0.0,8.5,Shaw,1233,0,0,5,11,0,0,0,5,0,0,2,261,263.0,222.0,122.0,60.5,223,88,148,35,225,57,201,54
244,,,101582,0,0,-2,2,0,3,0.0,0.0,0,Frederico,0.0,False,,,53,101582.jpg,1.8,Rodrigues de Paula Santos,0.4,False,,a,12,1,46,36731,4,29323,7,0.0,8.7,Fred,2026,0,0,6,24,0,0,0,7,0,0,0,320,392.8,523.1,224.0,114.1,135,49,32,26,144,81,76,45
58,75.0,75.0,56917,0,0,0,0,2,2,0.0,0.0,0,Steve,0.0,False,Hamstring injury - 75% chance of playing,2020-03-07T15:00:16.074263Z,50,56917.jpg,2.1,Cook,0.2,False,,d,3,91,46,41020,0,48029,1,0.0,9.2,Steve Cook,1848,1,0,3,36,0,0,0,4,1,0,5,311,479.2,38.3,112.0,63.2,83,28,327,111,238,62,195,53
389,100.0,100.0,57531,0,0,-1,1,1,3,0.0,0.0,0,Michail,0.0,False,,2020-01-29T23:00:27.350948Z,69,57531.jpg,3.0,Antonio,0.8,False,,a,19,21,45,39930,10,85063,33,0.0,6.5,Antonio,1028,2,3,2,19,0,0,0,1,0,0,1,106,220.0,218.0,546.0,98.4,253,100,152,92,52,28,105,60
116,75.0,75.0,209046,0,0,-8,8,0,3,0.0,0.0,0,Callum,0.0,False,Lack of match fitness - 75% chance of playing,2020-02-17T22:00:17.141533Z,52,209046.jpg,2.6,Hudson-Odoi,0.5,False,,d,6,8,45,332420,13,322744,4,0.0,8.7,Hudson-Odoi,768,1,4,2,12,0,0,0,1,0,0,3,172,204.8,310.5,323.0,83.6,263,105,90,59,94,50,141,75
506,100.0,100.0,225796,0,0,1,-1,1,2,0.0,0.0,0,Reece,0.0,False,,2020-01-18T19:30:18.538805Z,51,225796.jpg,2.6,James,0.9,False,,a,6,8,45,128414,24,74688,40,0.0,8.8,James,1065,0,2,3,14,0,0,0,1,0,0,5,257,242.0,280.8,125.0,64.9,235,96,105,24,224,56,190,51
391,100.0,100.0,86934,0,0,-4,4,0,3,0.0,0.0,0,Manuel,0.0,False,,2019-11-09T17:30:13.315891Z,61,86934.jpg,2.4,Lanzini,0.7,False,,a,19,21,45,268289,0,316901,2,0.0,7.4,Lanzini,1182,0,3,2,24,0,0,0,0,0,0,3,221,203.6,422.8,235.0,86.1,266,107,51,40,133,76,132,72
197,100.0,100.0,116643,0,0,-1,1,0,3,0.0,0.0,0,Fabio Henrique,0.0,False,,2019-11-23T17:00:22.531327Z,54,116643.jpg,2.2,Tavares,1.0,False,,a,10,14,45,117880,6,150618,2,0.0,8.3,Fabinho,1444,1,1,3,16,0,0,0,5,0,0,4,264,274.0,259.8,54.0,58.9,205,81,118,74,310,151,212,107
200,100.0,100.0,15157,0,0,-2,2,1,3,0.0,0.0,0,James,0.0,False,,2020-02-24T22:00:19.427441Z,53,15157.jpg,2.5,Milner,0.5,False,,a,10,14,45,43193,3,77842,3,0.0,8.5,Milner,758,2,2,4,7,0,0,0,3,0,0,3,176,213.4,136.0,100.0,45.1,259,104,217,128,253,131,270,128
19,75.0,75.0,198849,0,0,-3,3,0,3,0.0,0.0,0,Lucas,0.0,False,Lack of match fitness - 75% chance of playing,2020-03-02T23:00:14.662721Z,47,198849.jpg,1.8,Torreira,1.1,False,,d,1,3,44,93063,3,169964,3,0.0,9.4,Torreira,1365,1,1,3,20,0,0,0,4,0,0,0,238,271.8,200.7,199.0,67.3,209,83,167,104,163,89,182,94
255,0.0,0.0,106618,0,0,-2,2,0,2,0.0,0.0,0,Paul,0.0,False,Tendon Injury - Unknown return date,2020-01-11T17:00:17.061584Z,43,106618.jpg,2.8,Dummett,0.2,False,,i,13,4,44,24386,0,32614,0,0.0,10.2,Dummett,1227,0,0,5,20,1,0,0,2,0,0,4,230,265.2,63.1,50.0,37.7,220,85,289,91,319,107,305,110
442,100.0,100.0,231372,0,0,-2,2,0,3,0.0,0.0,0,Tanguy,0.0,False,,2020-01-01T17:30:18.888298Z,58,231372.jpg,2.3,Ndombele,2.2,False,,a,17,6,44,587039,2,825955,2,0.0,7.6,Ndombele,938,2,2,1,16,0,0,0,2,0,0,2,213,266.4,182.3,116.0,56.5,218,87,181,113,233,122,219,109
167,100.0,100.0,173515,0,0,-3,3,1,4,0.0,0.0,0,Kelechi,0.0,False,,2020-02-22T21:30:18.745261Z,57,173515.jpg,3.7,Iheanacho,0.4,False,,a,9,13,44,61033,8,65442,13,0.0,7.7,Iheanacho,579,3,4,1,7,0,0,0,1,0,0,5,139,184.8,142.3,360.0,68.6,282,31,210,30,79,33,181,32
21,,,242166,0,0,-3,3,0,3,0.0,0.0,0,Matteo,0.0,False,,,42,242166.jpg,2.0,Guendouzi,5.6,False,,a,1,3,44,911432,248,936728,62,0.0,10.5,Guendouzi,1588,0,2,3,27,0,0,0,6,0,0,2,252,320.0,231.5,146.0,69.8,181,73,137,86,209,109,178,92
221,100.0,100.0,27789,0,0,-4,4,0,3,0.0,0.0,0,Fernando,0.0,False,,2020-01-30T10:24:16.230780Z,51,27789.jpg,1.9,Luiz Rosa,0.7,False,,a,11,43,44,43415,6,85504,6,0.0,8.6,Fernandinho,1995,0,0,9,23,1,0,0,6,1,0,1,329,466.0,104.6,135.0,70.6,88,32,240,138,215,113,174,89
104,100.0,100.0,102380,0,0,0,0,1,2,0.0,0.0,0,Antonio,0.0,False,,2019-09-14T17:00:16.188229Z,60,102380.jpg,3.3,Rüdiger,0.6,False,,a,6,8,43,57437,20,38291,16,0.0,7.2,Rüdiger,1125,2,0,3,13,1,0,0,3,0,0,3,228,274.4,45.3,181.0,50.1,204,78,312,104,174,35,245,74
541,100.0,100.0,223340,0,0,2,-2,0,3,0.0,0.0,0,Bukayo,0.0,False,,2020-02-02T17:00:24.409161Z,47,223340.jpg,2.4,Saka,5.1,False,,a,1,3,43,521536,126,152993,315,0.0,9.1,Saka,1172,0,4,4,11,0,0,0,4,0,0,2,184,225.2,211.9,151.0,58.9,250,97,159,99,200,105,211,106
447,100.0,100.0,39487,0,0,-3,3,1,2,0.0,0.0,0,Erik,0.0,False,,2019-12-02T16:00:24.543370Z,42,39487.jpg,2.8,Pieters,4.0,False,,a,5,90,42,1009535,5,913805,9,0.0,10.0,Pieters,1233,0,3,3,29,0,0,0,1,0,0,7,226,238.6,152.7,23.0,41.1,241,99,203,50,363,131,290,102
256,100.0,100.0,109528,0,0,-2,2,1,2,0.0,0.0,0,Javier,0.0,False,,2020-01-02T01:00:17.276147Z,43,109528.jpg,3.2,Manquillo,0.1,False,,a,13,4,42,24165,1,28127,0,0.0,9.8,Manquillo,961,0,1,5,12,0,0,0,4,0,0,4,175,150.2,64.8,34.0,25.0,307,120,284,88,344,123,352,127
459,100.0,100.0,103192,0,0,-3,3,0,2,0.0,0.0,0,Kurt,0.0,False,,2019-09-28T16:00:17.677906Z,47,103192.jpg,1.9,Zouma,1.5,False,,a,6,8,42,152511,3,273246,5,0.0,8.9,Zouma,1803,0,0,4,27,1,0,0,5,0,0,1,307,394.8,30.9,133.0,55.5,134,52,346,121,217,51,221,66
528,100.0,100.0,247632,0,0,0,0,0,3,0.0,0.0,0,Pedro,0.0,False,,2019-11-15T13:30:15.206140Z,50,247632.jpg,2.0,Lomba Neto,0.2,False,,a,20,39,42,29493,2,19947,6,0.0,8.4,Neto,722,2,2,1,8,0,0,0,2,0,0,0,134,159.4,182.6,198.0,53.9,300,125,180,112,165,90,229,115
467,0.0,0.0,101184,0,0,-2,2,0,2,0.0,0.0,0,Calum,0.0,False,Knee injury - Expected back 01 Jul,2019-12-29T14:30:27.183032Z,43,101184.jpg,3.0,Chambers,0.6,False,,i,1,3,42,140465,2,171165,4,0.0,9.8,Chambers,1102,1,1,3,15,0,0,0,5,0,0,5,197,272.0,113.5,203.0,58.7,207,80,234,62,159,30,213,61
455,100.0,100.0,108156,0,0,-2,2,1,2,0.0,0.0,0,Bjorn,0.0,False,,2020-01-02T12:30:17.002224Z,43,108156.jpg,2.5,Engels,0.4,False,,a,2,7,42,97833,0,90147,3,0.0,9.8,Engels,1446,1,0,3,32,0,0,0,1,0,0,4,252,329.6,31.9,81.0,44.5,176,65,342,118,274,79,272,90
154,,,173807,0,0,-2,2,1,3,0.0,0.0,0,Tom,0.0,False,,,53,173807.jpg,2.0,Davies,0.1,False,,a,8,11,42,14687,2,18006,0,0.0,7.9,Davies,1365,1,1,3,26,0,0,0,7,0,0,3,160,192.4,94.9,219.0,50.8,275,113,252,143,147,83,239,119
303,100.0,100.0,27436,0,0,-1,1,0,4,0.0,0.0,0,David,0.0,False,,2020-01-18T17:00:22.896052Z,54,27436.jpg,2.0,McGoldrick,0.2,False,,a,15,49,42,44392,4,50968,1,0.0,7.8,McGoldrick,1349,0,2,5,13,0,0,0,2,0,0,3,109,206.4,195.3,439.0,83.9,262,30,173,26,65,30,139,30
276,100.0,100.0,194799,0,0,-1,1,1,2,0.0,0.0,0,Jamal,0.0,False,,2019-11-18T15:00:15.322949Z,44,194799.jpg,2.2,Lewis,0.3,False,,a,14,45,41,36887,7,39329,5,0.0,9.3,Lewis,1495,1,0,3,33,0,0,0,2,0,0,3,277,314.8,139.9,110.0,56.5,186,69,213,57,240,64,218,65
69,100.0,100.0,154566,0,0,-4,4,0,4,0.0,0.0,0,Dominic,0.0,False,,2019-11-24T12:00:21.142150Z,51,154566.jpg,1.7,Solanke,0.3,False,,a,3,91,41,32009,1,51734,0,0.0,8.0,Solanke,1176,0,2,1,25,0,0,0,1,0,0,0,77,109.4,161.2,389.0,66.0,338,39,192,28,72,32,186,33
85,0.0,0.0,68983,0,0,-3,3,0,2,0.0,0.0,0,Matthew,0.0,False,Knee injury - Unknown return date,2020-02-13T14:30:21.029511Z,42,68983.jpg,2.7,Lowton,0.3,False,,i,5,90,41,109485,2,112978,2,0.0,9.8,Lowton,1350,0,1,5,26,0,0,0,2,0,0,0,236,264.8,178.1,15.0,45.9,221,86,183,43,381,142,265,86
534,75.0,75.0,233425,0,0,-3,3,4,4,0.0,0.0,0,Aaron,0.0,False,Ankle injury - 75% chance of playing,2020-03-20T16:00:27.160405Z,42,233425.jpg,2.4,Connolly,1.1,False,,d,4,36,41,409222,91,347423,31,0.0,9.8,Connolly,827,2,2,3,13,0,0,0,0,0,0,3,90,91.0,62.9,347.0,49.2,359,44,290,44,84,34,249,37
298,100.0,100.0,18867,0,0,-4,4,1,4,0.0,0.0,0,Billy,0.0,False,,2019-09-14T17:00:16.602437Z,56,18867.jpg,2.2,Sharp,0.5,False,,a,15,49,40,76039,6,107084,18,0.0,7.1,Sharp,660,3,0,2,6,0,0,0,1,1,0,9,122,132.6,139.9,220.0,48.6,316,36,214,31,146,40,252,38
438,0.0,0.0,431131,0,0,-3,3,1,3,0.0,0.0,0,Moussa,0.0,False,Suspended - unknown return date,2020-03-07T17:30:22.505544Z,52,431131.jpg,2.2,Djenepo,0.1,False,,s,16,20,40,30720,0,33007,1,0.0,7.7,Djenepo,920,2,2,2,14,0,0,0,4,1,0,3,151,224.4,153.4,252.0,62.9,251,98,202,124,129,73,196,100
137,100.0,100.0,86417,0,0,-1,1,1,3,0.0,0.0,0,Jeffrey,0.0,False,,2019-12-07T20:00:14.825615Z,54,86417.jpg,2.9,Schlupp,0.1,False,,a,7,31,40,20133,1,26251,0,0.0,7.4,Schlupp,856,2,1,4,12,0,0,0,2,0,0,3,121,198.0,95.3,233.0,52.7,271,112,248,141,135,77,233,117
496,,,242058,0,0,-7,7,0,4,0.0,0.0,0,Moise,0.0,False,,,63,242058.jpg,1.8,Kean,1.4,False,,a,8,11,40,87573,6,453198,2,0.0,6.3,Kean,670,1,2,1,12,0,0,0,0,0,0,3,95,99.0,99.8,318.0,51.0,349,41,243,37,96,35,238,35
81,100.0,100.0,40387,0,0,-1,1,0,3,0.0,0.0,0,Dan,0.0,False,,2019-07-30T10:30:13.907385Z,49,40387.jpg,2.4,Gosling,0.1,False,,a,3,91,39,13615,0,10804,3,0.0,8.0,Gosling,878,2,1,1,16,0,0,0,1,0,0,1,127,226.2,71.8,182.0,47.8,248,96,275,152,172,95,258,124
549,,,232937,0,0,2,-2,1,2,0.0,0.0,0,Brandon,0.0,False,,,42,232937.jpg,3.2,Williams,5.4,False,,a,12,1,39,622999,105,253810,336,0.0,9.3,Williams,758,1,1,4,9,0,0,0,5,0,0,1,167,142.6,155.1,74.0,37.2,313,121,200,49,284,87,307,111
504,100.0,100.0,444145,0,0,-1,1,0,4,0.0,0.0,0,Gabriel Teodoro,0.0,False,,2019-12-23T12:00:20.317919Z,44,444145.jpg,2.8,Martinelli Silva,2.8,False,,a,1,3,39,502065,89,403721,89,0.0,8.9,Martinelli,656,3,1,2,9,0,0,0,1,0,0,5,129,162.8,36.6,226.0,42.5,299,35,332,50,140,39,282,40
333,100.0,100.0,173904,0,0,-2,2,0,2,0.0,0.0,0,Davinson,0.0,False,,2020-03-11T11:00:17.618134Z,53,173904.jpg,1.8,Sánchez,0.9,False,,a,17,6,39,42180,7,78233,9,0.0,7.4,Sánchez,1890,0,1,2,31,0,0,0,5,0,0,1,340,447.4,26.7,66.0,54.1,100,33,361,129,296,95,228,68
63,100.0,100.0,54469,0,0,-2,2,1,2,0.0,0.0,0,Adam,0.0,False,,2019-11-30T15:00:18.860871Z,43,54469.jpg,2.2,Smith,0.4,False,,a,3,91,39,62093,0,135431,1,0.0,9.1,Adam Smith,1557,0,1,3,27,0,0,0,6,0,0,3,231,238.8,141.5,93.0,47.3,239,98,211,56,260,74,261,84
437,,,200439,0,0,-7,7,0,4,0.0,0.0,0,Che,0.0,False,,,53,200439.jpg,1.8,Adams,0.3,False,,a,16,20,39,31673,2,93806,0,0.0,7.4,Adams,718,0,3,3,12,0,0,0,0,0,0,0,95,66.8,137.6,214.0,40.9,374,47,215,32,151,41,291,41
