id_,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
138,100.0,100.0,50471,0,0,-3,3,0,3,0.0,0.0,0,James,0.0,False,,2019-11-03T16:30:17.881657Z,52,50471.jpg,2.7,McArthur,0.6,False,,a,7,31,75,44076,4,118932,7,0.0,14.4,McArthur,2426,0,4,10,25,0,0,0,5,0,0,2,344,491.0,348.8,341.0,118.3,77,27,75,56,87,44,69,40
421,100.0,100.0,116216,0,0,-2,2,2,3,0.0,0.0,0,Leandro,0.0,False,,2019-11-16T11:00:16.932007Z,58,116216.jpg,3.3,Trossard,0.4,False,,a,4,36,75,121394,6,145116,12,0.0,12.9,Trossard,1438,3,5,2,24,0,0,0,0,0,0,6,278,316.2,489.1,367.0,117.0,185,74,36,30,77,40,70,41
402,75.0,75.0,114128,0,0,-1,1,0,2,0.0,0.0,0,Jonathan,0.0,False,Lack of match fitness - 75% chance of playing,2020-02-23T18:00:15.440248Z,54,114128.jpg,2.8,Castro Otto,0.9,False,,d,20,39,74,92118,3,119265,1,0.0,13.7,Jonny,2193,1,2,6,29,0,0,0,4,0,0,0,368,420.8,307.4,262.0,99.1,122,47,93,21,123,18,102,18
407,100.0,100.0,107613,0,0,1,-1,1,2,0.0,0.0,0,Romain,0.0,False,,2019-11-23T17:30:21.458182Z,46,107613.jpg,2.9,Saïss,3.7,False,,a,20,39,73,344898,298,100874,101,0.0,15.9,Saïss,1983,2,2,6,28,0,0,0,8,1,0,6,374,484.8,132.1,274.0,89.2,80,27,220,58,116,16,126,31
142,100.0,100.0,164511,0,0,-2,2,1,2,0.0,0.0,0,Yerry,0.0,False,,2020-01-17T10:30:19.738533Z,53,164511.jpg,2.9,Mina,2.2,False,,a,8,11,73,420331,8,433609,12,0.0,13.8,Mina,2085,2,1,5,36,1,0,0,3,0,0,8,380,486.0,76.4,405.0,96.7,79,26,268,79,68,2,109,22
75,100.0,100.0,90105,0,0,-7,7,0,3,0.0,0.0,0,Ryan,0.0,False,,2019-11-29T10:30:15.625182Z,68,90105.jpg,2.6,Fraser,2.6,False,,a,3,91,73,150369,8,1130112,8,0.0,10.7,Fraser,2061,1,5,4,34,0,0,0,2,0,0,2,305,355.6,627.1,440.0,141.9,159,60,18,15,64,34,52,29
443,100.0,100.0,220566,0,0,0,0,1,3,0.0,0.0,0,Rodrigo,0.0,False,,2019-11-23T19:30:19.850877Z,55,220566.jpg,2.8,Hernandez,1.8,False,,a,11,43,73,227236,14,218441,56,0.0,13.3,Rodrigo,1953,3,1,10,25,0,0,0,7,0,0,5,416,496.0,424.1,150.0,106.9,74,24,50,39,205,108,90,54
203,100.0,100.0,58621,0,0,-4,4,1,2,0.0,0.0,0,Kyle,0.0,False,,2019-10-19T19:00:18.236898Z,56,58621.jpg,3.5,Walker,11.1,False,,a,11,43,73,766230,78,1322633,88,0.0,13.0,Walker,1807,1,2,7,22,0,0,0,4,0,0,4,391,307.4,265.4,132.0,70.7,189,72,113,26,219,53,173,47
139,100.0,100.0,55037,0,0,-1,1,0,3,0.0,0.0,0,Cheikhou,0.0,False,,2020-02-22T21:30:18.688171Z,49,55037.jpg,2.7,Kouyaté,0.2,False,,a,7,31,72,31159,2,29580,4,0.0,14.7,Kouyaté,1983,1,2,9,23,0,0,0,2,0,0,4,238,301.8,154.0,267.0,72.0,193,76,201,123,118,64,167,87
470,,,230046,0,0,-1,1,0,3,0.0,0.0,0,Douglas Luiz,0.0,False,,,44,230046.jpg,2.7,Soares de Paulo,3.8,False,,a,2,7,71,753842,111,570278,87,0.0,16.1,Douglas Luiz,1711,3,2,5,40,0,0,0,4,0,0,5,295,375.8,202.1,338.0,91.7,150,54,164,102,88,45,120,68
70,100.0,100.0,178304,0,0,-5,5,1,4,0.0,0.0,0,Lys,0.0,False,,2019-12-08T16:00:13.029423Z,45,178304.jpg,3.1,Mousset,2.2,False,,a,15,49,71,785666,88,682861,38,0.0,15.8,Mousset,1009,5,4,3,11,0,0,0,1,0,0,9,214,267.4,161.1,472.0,89.0,217,26,193,29,60,27,127,26
414,100.0,100.0,171317,0,0,-3,3,1,3,0.0,0.0,0,Rúben Diogo,0.0,False,,2019-10-19T19:00:18.633381Z,52,171317.jpg,2.4,da Silva Neves,4.5,False,,a,20,39,71,363705,18,622000,21,0.0,13.7,Neves,2275,2,1,8,29,0,0,0,7,0,0,4,372,397.4,307.4,229.0,93.7,132,48,92,60,137,78,116,66
399,,,217593,0,0,-5,5,2,3,0.0,0.0,0,Pablo,0.0,False,,,60,217593.jpg,2.6,Fornals,0.4,False,,a,19,21,71,38727,7,75238,7,0.0,11.8,Fornals,1457,2,5,4,26,0,0,0,2,0,0,4,255,301.6,282.3,331.0,91.5,194,77,104,67,92,48,121,69
431,75.0,75.0,176413,0,0,-6,6,1,3,0.0,0.0,0,Christian,0.0,False,Lack of match fitness - 75% chance of playing,2020-01-05T22:00:20.602971Z,69,176413.jpg,4.4,Pulisic,3.4,False,,d,6,8,70,1406337,21,1811269,11,0.0,10.1,Pulisic,1069,5,3,3,19,0,0,0,0,0,0,5,217,335.6,271.9,719.0,132.7,170,67,108,69,29,13,60,35
420,100.0,100.0,151589,0,0,-1,1,2,3,0.0,0.0,0,Leander,0.0,False,,2019-10-11T10:00:13.063158Z,44,151589.jpg,2.4,Dendoncker,9.1,False,,a,20,39,70,988891,140,1282299,225,0.0,15.9,Dendoncker,2279,2,0,7,29,1,0,0,4,0,0,6,331,421.2,127.3,204.0,75.2,120,42,224,133,157,87,160,84
362,100.0,100.0,41725,0,0,-3,3,2,4,0.0,0.0,0,Troy,0.0,False,,2019-08-22T16:30:07.834073Z,62,41725.jpg,3.9,Deeney,2.1,False,,a,18,57,70,268790,66,315242,131,0.0,11.3,Deeney,1501,6,2,6,20,0,0,1,3,0,0,10,258,373.6,259.5,603.0,123.7,151,21,120,18,45,23,66,21
320,75.0,75.0,83283,0,0,-3,3,2,3,0.0,0.0,0,Nathan,0.0,False,Lack of match fitness - 75% chance of playing,2020-02-15T14:30:17.921095Z,62,83283.jpg,3.0,Redmond,0.6,False,,d,16,20,69,97318,1,201543,4,0.0,11.1,Redmond,1955,3,1,4,43,0,0,0,2,0,0,5,269,326.4,379.9,532.0,124.2,177,70,65,49,54,30,65,38
49,,,60307,0,0,-3,3,0,3,0.0,0.0,0,Pascal,0.0,False,,,62,60307.jpg,3.0,Groß,0.5,False,,a,4,36,69,112361,3,136821,4,0.0,11.1,Groß,1485,2,5,3,25,1,0,0,2,0,0,7,298,339.6,804.0,305.0,144.5,168,65,8,6,100,55,50,28
68,100.0,100.0,78007,0,0,-4,4,1,4,0.0,0.0,0,Joshua,0.0,False,,2020-03-07T14:30:16.498010Z,61,78007.jpg,3.6,King,3.3,False,,a,3,91,69,629674,18,1672712,7,0.0,11.3,King,1461,4,3,3,22,0,0,0,0,0,0,8,227,318.2,308.8,394.0,102.2,183,22,91,12,69,31,95,25
493,100.0,100.0,110735,0,0,0,0,1,2,0.0,0.0,0,Adam,0.0,False,,2019-11-02T18:00:16.279714Z,45,110735.jpg,3.0,Webster,0.6,False,,a,4,36,69,106157,16,72367,41,0.0,15.3,Webster,2015,3,1,3,33,1,0,0,3,0,0,7,396,538.2,147.7,204.0,89.2,56,19,207,53,158,29,125,30
111,,,109745,0,0,-1,1,0,1,0.0,0.0,0,Kepa,0.0,False,,,54,109745.jpg,2.8,Arrizabalaga,4.3,False,,a,6,8,69,348601,18,457950,13,0.0,12.8,Kepa,2250,0,0,6,32,0,0,0,0,0,42,0,387,384.2,0.0,0.0,38.4,142,18,618,71,616,69,302,19
269,100.0,100.0,50232,0,0,-1,1,0,3,0.0,0.0,0,Jonjo,0.0,False,,2020-01-31T01:00:23.633399Z,49,50232.jpg,4.1,Shelvey,0.6,False,,a,13,4,69,227592,16,223334,8,0.0,14.1,Shelvey,1339,5,0,6,18,0,0,0,2,0,0,9,290,397.8,409.2,215.0,102.4,130,47,55,43,150,85,94,56
151,100.0,100.0,55422,0,0,-7,7,0,3,0.0,0.0,0,Gylfi,0.0,False,,2020-01-17T14:00:19.905907Z,73,55422.jpg,2.7,Sigurdsson,2.4,False,,a,8,11,69,143153,12,824919,10,0.0,9.5,Sigurdsson,1992,1,3,5,37,0,0,0,3,0,0,4,302,333.0,676.8,407.0,141.7,173,69,13,10,67,36,53,30
318,100.0,100.0,58376,0,0,0,0,1,1,0.0,0.0,0,Alex,0.0,False,,2019-09-26T13:00:09.737144Z,45,58376.jpg,3.6,McCarthy,4.7,False,,a,16,20,68,407731,238,119770,236,0.0,15.1,McCarthy,1710,0,0,4,27,0,1,0,0,0,58,5,338,474.8,10.0,0.0,48.4,85,15,401,5,540,51,255,15
176,100.0,100.0,203341,0,0,0,0,0,3,0.0,0.0,0,Wilfred,0.0,False,,2020-02-01T14:30:20.874570Z,50,203341.jpg,2.9,Ndidi,1.7,False,,a,9,13,67,386184,9,407454,6,0.0,13.4,Ndidi,1891,2,1,9,19,0,0,0,3,0,0,5,347,492.0,192.4,155.0,84.0,76,26,177,109,194,104,138,74
100,100.0,100.0,83314,0,0,-1,1,0,3,0.0,0.0,0,Jeff,0.0,False,,2019-12-21T17:00:13.956122Z,54,83314.jpg,2.8,Hendrick,0.1,False,,a,5,90,67,15028,0,16032,0,0.0,12.4,Hendrick,1930,2,2,10,30,0,0,0,8,0,0,4,197,269.8,213.7,282.0,76.5,213,85,157,97,113,63,155,81
59,100.0,100.0,126184,0,0,-2,2,1,2,0.0,0.0,0,Nathan,0.0,False,,2020-02-22T17:30:19.367467Z,48,126184.jpg,2.9,Aké,6.5,False,,a,3,91,67,566708,27,1307634,24,0.0,14.0,Aké,2014,2,1,3,33,0,0,0,1,0,0,6,403,558.4,78.6,296.0,93.3,50,17,266,78,106,13,117,26
428,0.0,0.0,213345,0,0,-6,6,1,4,0.0,0.0,0,Wesley,0.0,False,Knee injury - Unknown return date,2020-01-01T15:00:18.798443Z,54,213345.jpg,3.2,Moraes,0.8,False,,i,2,7,67,403268,1,435991,3,0.0,12.4,Wesley,1782,5,1,6,31,0,0,1,3,0,0,7,180,296.2,169.8,632.0,108.3,198,24,187,27,38,21,87,23
325,100.0,100.0,132015,0,0,-2,2,0,3,0.0,0.0,0,Pierre-Emile,0.0,False,,2019-11-11T12:00:14.839134Z,48,132015.jpg,2.4,Højbjerg,0.4,False,,a,16,20,66,48794,8,72187,10,0.0,13.8,Højbjerg,2447,0,3,6,48,0,0,0,5,0,0,1,352,425.4,433.0,301.0,116.0,116,39,48,37,102,56,74,44
208,100.0,100.0,57410,0,0,-6,6,1,2,0.0,0.0,0,Nicolás,0.0,False,,2020-01-02T20:30:18.886401Z,49,57410.jpg,3.5,Otamendi,2.3,False,,a,11,43,66,744281,51,723459,45,0.0,13.5,Otamendi,1413,2,1,5,19,0,0,0,3,0,0,6,311,362.2,60.3,300.0,72.1,155,58,293,93,104,12,166,44
395,,,204480,0,0,-3,3,0,3,0.0,0.0,0,Declan,0.0,False,,,47,204480.jpg,2.3,Rice,1.5,False,,a,19,21,66,114402,13,187982,26,0.0,14.0,Rice,2610,0,2,6,50,0,0,0,5,0,0,1,437,520.0,232.1,171.0,92.3,63,19,136,85,181,98,119,67
331,,,55605,0,0,-2,2,1,2,0.0,0.0,0,Toby,0.0,False,,,53,55605.jpg,2.4,Alderweireld,4.7,False,,a,17,6,66,340226,12,544248,12,0.0,12.5,Alderweireld,2417,1,2,4,36,1,0,0,4,0,0,2,460,643.0,194.1,148.0,98.5,25,6,174,42,207,48,104,20
451,75.0,75.0,44683,0,0,-3,3,0,4,0.0,0.0,0,Jay,0.0,False,Knee injury - 75% chance of playing,2020-03-12T14:30:25.379926Z,57,44683.jpg,2.3,Rodriguez,0.3,False,,d,5,90,65,37018,2,46492,17,0.0,11.4,Rodriguez,1376,5,1,4,26,0,0,0,1,0,0,3,179,277.8,79.7,525.0,87.3,202,25,265,41,55,24,131,28
377,100.0,100.0,40669,0,0,0,0,0,2,0.0,0.0,0,Angelo,0.0,False,,2020-01-24T15:30:18.149098Z,45,40669.jpg,2.7,Ogbonna,1.1,False,,a,19,21,65,170646,4,128513,17,0.0,14.4,Ogbonna,2160,2,0,6,36,1,0,0,4,0,0,0,354,457.6,21.7,155.0,63.4,93,30,370,132,193,42,194,52
248,100.0,100.0,195851,0,0,-1,1,0,3,0.0,0.0,0,Scott,0.0,False,,2019-12-26T20:30:10.514072Z,49,195851.jpg,3.2,McTominay,1.1,False,,a,12,1,64,410012,35,408443,17,0.0,13.1,McTominay,1545,3,2,2,18,0,0,0,2,0,0,6,266,379.6,214.8,301.0,89.5,145,52,155,95,103,57,124,70
516,100.0,100.0,74471,0,0,-2,2,1,3,0.0,0.0,0,Aaron,0.0,False,,2020-01-09T14:00:18.516961Z,48,74471.jpg,2.9,Mooy,0.7,False,,a,4,36,64,106670,16,81767,47,0.0,13.3,Mooy,1651,2,1,4,26,0,0,0,0,1,0,9,267,354.8,510.3,255.0,111.9,160,61,35,29,126,71,84,51
258,100.0,100.0,101148,0,0,-2,2,1,2,0.0,0.0,0,Jamaal,0.0,False,,2019-11-09T17:30:13.080996Z,43,101148.jpg,3.4,Lascelles,4.5,False,,a,13,4,64,364883,329,520490,137,0.0,14.9,Lascelles,1630,1,0,7,25,0,0,0,2,0,0,3,301,313.8,16.3,113.0,44.4,187,70,381,139,236,60,273,91
511,100.0,100.0,102747,0,0,-5,5,1,2,0.0,0.0,0,Djibril,0.0,False,,2019-12-15T14:00:21.169468Z,50,102747.jpg,3.0,Sidibé,1.0,False,,a,8,11,64,236880,14,197248,30,0.0,12.8,Sidibé,1638,0,4,4,29,0,0,0,3,0,0,9,343,421.0,318.3,111.0,84.9,121,46,85,18,239,63,135,33
498,0.0,0.0,92159,0,0,-2,2,1,2,0.0,0.0,0,Jetro,0.0,False,Knee injury - Unknown return date,2020-01-18T19:30:18.512868Z,43,92159.jpg,3.4,Willems,0.8,False,,i,13,4,64,363628,1,343638,0,0.0,14.9,Willems,1492,2,2,3,24,0,0,0,0,0,0,6,283,345.4,196.0,198.0,74.1,165,61,172,41,164,32,161,41
128,100.0,100.0,58786,0,0,1,-1,0,2,0.0,0.0,0,Martin,0.0,False,,2020-02-07T13:30:18.972529Z,41,58786.jpg,3.4,Kelly,19.8,False,,a,7,31,64,1869447,164,2038922,247,0.0,15.6,Kelly,1547,0,1,6,16,0,0,0,0,0,0,4,288,305.4,96.5,15.0,41.7,192,74,247,69,380,141,285,98
308,,,88900,0,0,-1,1,3,2,0.0,0.0,0,Jack,0.0,False,,,44,88900.jpg,3.0,Stephens,3.5,False,,a,16,20,64,347433,32,108711,346,0.0,14.5,Stephens,1827,1,3,4,33,0,0,0,2,0,0,6,312,438.4,65.4,95.0,59.9,104,36,283,87,258,73,206,58
54,100.0,100.0,66242,0,0,-2,2,0,3,0.0,0.0,0,Davy,0.0,False,,2019-09-29T10:30:09.519275Z,48,66242.jpg,2.5,Pröpper,0.4,False,,a,4,36,64,91555,1,94369,3,0.0,13.3,Pröpper,2340,1,2,5,36,1,0,0,4,0,0,2,384,461.2,379.5,243.0,108.2,90,33,66,50,131,75,88,53
376,100.0,100.0,55459,0,0,-5,5,2,2,0.0,0.0,0,Aaron,0.0,False,,2020-01-03T17:30:19.587785Z,45,55459.jpg,2.7,Cresswell,1.2,False,,a,19,21,63,291514,27,252636,29,0.0,14.0,Cresswell,2023,3,0,4,40,0,0,0,7,0,0,5,319,428.0,296.5,152.0,87.9,114,43,96,23,199,44,129,32
126,100.0,100.0,55494,0,0,-2,2,0,2,0.0,0.0,0,Joel,0.0,False,,2019-11-23T18:00:20.336284Z,43,55494.jpg,3.1,Ward,1.4,False,,a,7,31,62,312199,54,278985,27,0.0,14.4,Ward,1570,0,1,6,18,0,0,0,3,0,0,7,282,267.6,86.9,32.0,38.7,216,84,261,75,348,126,299,108
307,100.0,100.0,171771,0,0,-1,1,0,2,0.0,0.0,0,Jan,0.0,False,,2020-01-20T11:30:17.364475Z,44,171771.jpg,2.3,Bednarek,0.8,False,,a,16,20,62,87268,11,85345,12,0.0,14.1,Bednarek,2427,1,0,5,50,0,0,0,3,0,0,3,410,570.6,30.6,50.0,65.4,46,15,347,122,321,109,188,50
373,100.0,100.0,38439,0,0,-2,2,0,3,0.0,0.0,0,Etienne,0.0,False,,2020-01-03T14:30:19.664140Z,48,38439.jpg,2.6,Capoue,0.4,False,,a,18,57,62,34447,5,70392,6,0.0,12.9,Capoue,2138,0,3,7,40,0,0,0,7,0,0,5,322,409.4,221.9,101.0,73.4,125,44,149,91,251,129,163,85
102,100.0,100.0,40145,0,0,-1,1,0,3,0.0,0.0,0,Jack,0.0,False,,2019-09-29T10:30:09.629136Z,49,40145.jpg,2.3,Cork,0.2,False,,a,5,90,62,13826,3,23097,1,0.0,12.7,Cork,2365,0,0,10,36,0,0,0,1,0,0,0,279,300.4,192.7,311.0,80.5,195,78,176,108,97,52,146,78
286,100.0,100.0,78607,0,0,-2,2,0,3,0.0,0.0,0,Kenny,0.0,False,,2020-01-24T15:00:18.009033Z,48,78607.jpg,2.2,McLean,0.2,False,,a,14,45,62,12348,0,17332,1,0.0,12.9,McLean,2288,1,1,5,45,0,0,0,4,0,0,0,342,412.6,341.5,223.0,97.6,124,43,78,57,145,82,107,62
134,100.0,100.0,66975,0,0,-3,3,1,3,0.0,0.0,0,Luka,0.0,False,,2020-02-22T17:30:19.523436Z,67,66975.jpg,2.7,Milivojevic,1.9,False,,a,7,31,62,62634,2,448205,3,0.0,9.3,Milivojevic,1985,2,1,6,26,0,0,0,9,0,0,7,300,361.6,437.7,151.0,95.0,156,57,46,35,202,106,112,64
466,100.0,100.0,180974,0,0,-5,5,0,4,0.0,0.0,0,Joelinton Cássio,0.0,False,,2020-02-21T11:00:13.811149Z,55,180974.jpg,2.1,Apolinário de Lira,0.9,False,,a,13,4,61,149081,17,250760,5,0.0,11.1,Joelinton,2221,1,2,6,36,0,0,0,6,0,0,3,179,254.0,350.6,480.0,108.6,230,27,73,7,58,25,86,22
65,100.0,100.0,171129,0,0,2,-2,1,2,0.0,0.0,0,Diego,0.0,False,,2019-12-21T17:00:13.810253Z,42,171129.jpg,2.9,Rico,9.3,False,,a,3,91,61,1340143,37,1078036,302,0.0,14.5,Rico,1793,0,3,5,27,0,0,0,6,0,0,5,335,431.4,402.8,73.0,91.1,110,40,56,10,287,89,123,29
31,75.0,75.0,122806,0,0,-1,1,0,3,0.0,0.0,0,John,0.0,False,Lack of match fitness - 75% chance of playing,2019-12-21T17:00:13.681907Z,54,122806.jpg,3.4,McGinn,2.6,False,,d,2,7,61,1283367,16,1339421,2,0.0,11.3,McGinn,1537,3,2,3,30,0,0,0,2,0,0,4,253,386.4,375.3,375.0,113.5,139,50,68,51,74,39,77,46
390,100.0,100.0,101537,0,0,-4,4,0,3,0.0,0.0,0,Felipe Anderson,0.0,False,,2020-01-16T13:30:25.243030Z,66,101537.jpg,2.8,Pereira Gomes,2.5,False,,a,19,21,61,181263,4,560915,4,0.0,9.2,Felipe Anderson,1405,1,4,6,26,0,0,0,1,0,0,1,290,371.4,401.2,352.0,112.6,152,55,59,46,83,42,81,49
271,100.0,100.0,153127,0,0,-1,1,0,3,0.0,0.0,0,Isaac,0.0,False,,2019-09-29T18:00:18.547838Z,44,153127.jpg,2.5,Hayden,4.9,False,,a,13,4,61,524738,71,633616,185,0.0,13.9,Hayden,1965,1,3,7,32,0,0,0,4,1,0,2,266,324.4,198.1,183.0,70.5,179,72,169,106,171,94,176,91
90,75.0,75.0,44699,0,0,-4,4,1,4,0.0,0.0,0,Ashley,0.0,False,Lack of match fitness - 75% chance of playing,2020-01-05T01:00:11.884714Z,61,44699.jpg,3.2,Barnes,2.2,False,,d,5,90,61,1128118,4,1178476,7,0.0,10.0,Barnes,1350,6,0,8,21,0,0,0,4,0,0,6,161,226.2,85.1,474.0,75.9,249,29,262,40,59,26,158,31
152,100.0,100.0,100649,0,0,-1,1,2,3,0.0,0.0,0,Bernard,0.0,False,,2020-03-08T17:30:16.694056Z,64,100649.jpg,3.2,Anício Caldeira Duarte,0.7,False,,a,8,11,60,200439,0,217749,2,0.0,9.4,Bernard,1016,3,2,7,10,0,0,0,2,0,0,6,197,271.4,287.0,218.0,77.4,210,84,102,66,149,84,151,79
38,100.0,100.0,86153,0,0,-2,2,1,2,0.0,0.0,0,Martín,0.0,False,,2019-09-14T16:30:10.724610Z,43,86153.jpg,2.6,Montoya,0.6,False,,a,4,36,60,96990,5,108492,6,0.0,14.0,Montoya,1703,0,1,6,25,0,0,0,5,0,0,3,293,317.6,335.0,173.0,82.8,184,68,81,15,178,36,144,37
476,100.0,100.0,168991,0,0,0,0,1,3,0.0,0.0,0,Philip,0.0,False,,2020-03-07T18:00:22.694457Z,50,168991.jpg,2.2,Billing,0.2,False,,a,3,91,60,27149,3,25915,4,0.0,12.0,Billing,2162,1,1,5,36,0,0,0,7,0,0,5,314,503.8,203.8,291.0,100.0,69,20,163,101,110,60,99,58
354,100.0,100.0,85624,0,0,-2,2,1,2,0.0,0.0,0,Christian,0.0,False,,2020-01-02T14:30:15.835545Z,43,85624.jpg,3.2,Kabasele,0.5,False,,a,18,57,60,67525,8,54535,15,0.0,14.0,Kabasele,1575,0,1,7,19,0,0,0,1,2,0,4,293,348.8,23.9,98.0,47.3,163,60,368,131,255,70,262,85
309,100.0,100.0,169359,0,0,-1,1,1,2,0.0,0.0,0,Matt,0.0,False,,2019-12-28T17:00:19.505846Z,44,169359.jpg,3.0,Targett,0.8,False,,a,2,7,60,156772,23,186025,15,0.0,13.6,Targett,1688,1,3,3,35,0,0,0,3,0,0,10,341,417.0,386.9,121.0,92.6,123,48,63,12,226,58,118,27
405,100.0,100.0,90585,0,0,-2,2,0,2,0.0,0.0,0,Willy,0.0,False,,2019-10-26T20:00:22.175817Z,48,90585.jpg,4.6,Boly,3.3,False,,a,20,39,60,463917,115,684395,142,0.0,12.5,Boly,1170,0,1,7,9,0,0,0,1,1,0,9,275,297.4,58.2,33.0,39.0,197,75,296,96,346,124,297,107
503,100.0,100.0,19419,0,0,-1,1,0,2,0.0,0.0,0,Gary,0.0,False,,2019-12-16T20:00:22.203812Z,44,19419.jpg,3.0,Cahill,1.4,False,,a,7,31,59,138653,46,186235,26,0.0,13.4,Cahill,1800,0,1,6,26,0,0,0,1,0,0,3,331,396.2,38.7,273.0,71.1,133,51,325,110,117,17,171,46
388,100.0,100.0,37096,0,0,-1,1,3,1,0.0,0.0,0,Lukasz,0.0,False,,2020-01-10T22:00:14.825605Z,49,37096.jpg,3.7,Fabianski,2.0,False,,a,19,21,59,330822,14,538308,29,0.0,12.0,Fabianski,1307,0,0,4,22,0,1,0,1,0,46,5,277,343.2,0.0,0.0,34.4,166,21,595,63,590,60,317,21
94,0.0,0.0,21205,0,0,-2,2,1,1,0.0,0.0,0,Tom,0.0,False,Knee injury - Unknown return date,2020-01-01T15:00:18.235936Z,43,21205.jpg,3.0,Heaton,2.5,False,,i,2,7,59,293843,9,542210,17,0.0,13.7,Heaton,1794,0,0,4,35,1,0,0,0,0,67,3,346,507.4,0.3,0.0,50.7,67,14,451,11,501,39,240,14
274,100.0,100.0,232980,0,0,-2,2,1,2,0.0,0.0,0,Maximillian,0.0,False,,2019-12-27T23:30:16.214403Z,43,232980.jpg,2.1,Aarons,1.3,False,,a,14,45,58,77211,22,169077,15,0.0,13.5,Aarons,2430,0,2,5,48,0,0,0,6,0,0,3,384,409.0,330.1,210.0,95.0,126,49,83,16,152,26,111,23
246,,,156689,0,0,-2,2,0,3,0.0,0.0,0,Andreas,0.0,False,,,48,156689.jpg,2.5,Pereira,0.4,False,,a,12,1,58,126531,4,131156,3,0.0,12.1,Pereira,1442,1,3,6,16,0,0,0,3,0,0,1,190,239.2,418.7,343.0,100.3,237,92,54,42,85,43,98,57
432,100.0,100.0,91651,0,0,-2,2,0,3,0.0,0.0,0,Mateo,0.0,False,,2020-03-03T22:30:27.442634Z,53,91651.jpg,2.3,Kovacic,0.9,False,,a,6,8,58,126049,6,156695,2,0.0,10.9,Kovacic,1678,1,3,2,29,0,0,0,7,0,0,6,388,424.6,391.8,168.0,98.2,117,40,60,47,184,99,106,61
501,100.0,100.0,169432,0,0,-3,3,0,4,0.0,0.0,0,Oliver,0.0,False,,2020-03-07T17:30:22.692510Z,57,169432.jpg,2.2,McBurnie,0.2,False,,a,15,49,58,41006,4,38154,4,0.0,10.2,McBurnie,1428,4,0,7,15,0,0,0,3,0,0,4,195,299.0,131.8,604.0,103.3,196,23,221,33,44,22,93,24
465,100.0,100.0,148508,0,0,-3,3,0,3,0.0,0.0,0,Mahmoud Ahmed,0.0,False,,2019-08-31T16:30:09.941826Z,52,148508.jpg,2.4,Ibrahim Hassan,1.1,False,,a,2,7,58,151445,1,288328,1,0.0,11.2,Trézéguet,1315,3,2,3,23,0,0,0,2,1,0,2,170,275.8,261.1,589.0,112.4,203,80,116,73,46,22,82,50
323,100.0,100.0,91047,0,0,-3,3,0,3,0.0,0.0,0,Stuart,0.0,False,,2020-03-05T14:00:19.096572Z,52,91047.jpg,2.8,Armstrong,0.3,False,,a,16,20,58,37383,2,29995,29,0.0,11.2,Armstrong,1134,3,1,4,18,0,0,0,3,0,0,6,169,214.2,171.3,264.0,64.9,257,102,186,116,121,67,191,98
341,,,102884,0,0,-3,3,1,1,0.0,0.0,0,Paulo,0.0,False,,,42,102884.jpg,3.2,Gazzaniga,2.0,False,,a,17,6,58,531427,21,437437,66,0.0,13.8,Gazzaniga,1612,0,0,2,26,0,1,0,1,0,59,6,300,449.8,10.0,0.0,46.1,99,16,399,3,490,34,264,16
380,75.0,75.0,81012,0,0,-1,1,1,2,0.0,0.0,0,Ryan,0.0,False,Lack of match fitness - 75% chance of playing,2020-02-19T22:00:17.389503Z,44,81012.jpg,2.9,Fredericks,0.3,False,,d,19,21,57,127219,4,135755,1,0.0,13.0,Fredericks,1686,0,2,6,30,0,0,0,5,0,0,5,318,352.6,247.2,52.0,65.4,161,59,128,29,314,105,187,49
5,100.0,100.0,39476,0,0,-2,2,1,2,0.0,0.0,0,Sokratis,0.0,False,,2020-02-21T01:30:19.929771Z,48,39476.jpg,3.0,Papastathopoulos,1.4,False,,a,1,3,57,152240,9,194034,7,0.0,11.9,Sokratis,1696,2,0,4,25,0,0,0,6,0,0,5,305,436.2,36.8,110.0,58.5,105,37,331,113,241,65,214,62
475,100.0,100.0,78916,0,0,0,0,0,2,0.0,0.0,0,Dan,0.0,False,,2020-01-01T14:30:13.406599Z,45,78916.jpg,2.3,Burn,0.2,False,,a,4,36,57,35042,5,34823,2,0.0,12.7,Burn,2147,0,0,6,32,0,0,0,4,0,0,0,366,461.2,275.6,102.0,83.8,89,29,107,25,249,69,140,35
193,100.0,100.0,81880,0,0,-3,3,0,3,0.0,0.0,0,Alex,0.0,False,,2019-12-22T10:30:14.855332Z,62,81880.jpg,2.7,Oxlade-Chamberlain,0.7,False,,a,10,14,56,125878,8,119850,14,0.0,9.0,Chamberlain,1096,3,0,7,7,0,0,0,1,0,0,2,195,229.2,235.2,309.0,77.2,247,95,135,84,99,54,152,80
